alt,dTs,MN,Fn,Fg,TSFC,W,BPR,FAR_core,FAR_ab,OPR,fan_PR,hpc_PR,hpt_PR,lpt_PR,T4,T7,LP_Nmech,HP_Nmech,mode
2500.0,10.0,0.001,16067.090521284617,16071.410222688113,1.5234853179996415,124.3504622640365,0.754816710037189,0.027283916070565458,0.04154358590607637,26.45129201190094,4.079482254727995,6.483982613539918,2.640301810558231,2.443467087827317,3099.9999913357296,3799.999997283935,9984.32645926296,13996.433733342707,wet
2500.0,0.0,0.001,16661.650367785987,16666.047484515548,1.5136915187847857,127.80861595867745,0.7441537529593525,0.02739691344072616,0.04154306665392907,27.356200876003577,4.186490267417365,6.534399730703195,2.6379149131079145,2.4559064617831403,3100.0,3800.0000000033488,10074.655848031154,13954.464608203605,wet
5000.0,0.0,0.001,15716.875992094381,15720.953293214052,1.5049265197526298,119.55800347576402,0.7340642727972401,0.027459882686313677,0.041575144285655945,28.242076801647375,4.27602409985552,6.60475155006765,2.635617173646874,2.470988152819361,3100.0,3800.0000000206346,10205.46117864003,13929.55143556567,wet
5000.0,10.0,0.001,15171.658694834412,15175.665920349235,1.5134872441513156,116.35279682034773,0.743951915058425,0.02734479264085281,0.04157179692842767,27.325972144114388,4.175540399926518,6.544295953787269,2.638784573662745,2.458711980385144,3099.9999999999995,3800.0,10081.835256013093,13969.15557588121,wet
5000.0,20.0,0.001,14568.760444484791,14572.684481228953,1.5248589051463195,112.84349116224378,0.7556856684757851,0.027274705947108208,0.041560517840920484,26.322816404350498,4.060492272010473,6.482666297827301,2.6403767482323914,2.4434633894260096,3100.0000010144295,3800.0000003838873,9977.67837836338,14003.895907608972,wet
5000.0,30.0,0.001,13900.212391064651,13904.037548309512,1.5395210594375113,108.9640434803745,0.7676536785333841,0.027185922537792985,0.041559525432494415,25.24353032679567,3.9324532888591537,6.419282944392987,2.640807718356385,2.4285250717506353,3099.999997384517,3799.9999998930343,9945.710731700075,14036.451631885258,wet
5000.0,40.0,0.001,13311.365293153563,13315.10347657844,1.5527481269814494,105.50233469551651,0.7794142336318635,0.027067997531523176,0.04156811743293465,24.27716601448872,3.814337533861805,6.364713609891109,2.6416549837309327,2.4174423225771045,3100.0,3800.0,9925.50079835153,14076.415467952816,wet
5000.0,50.0,0.001,12702.30758567409,12705.950094792437,1.5673293673082376,101.86943715898767,0.7934109805844806,0.026978252148443897,0.04157771694916525,23.256170038898368,3.692195133417879,6.298738067337748,2.642130805456472,2.404675429452335,3100.0,3800.0,9892.779830250909,14106.183763020837,wet
5000.0,-10.0,0.001,16222.489897398456,16226.625754638077,1.497561303398225,122.49851354809,0.725390021410678,0.027585058073166725,0.04158195061709889,29.085796187830397,4.367918696352474,6.658960069957146,2.631406850156437,2.483332774594162,3100.0,3800.0000000064565,10363.470012138867,13885.691992651002,wet
0.0,0.0,0.001,17143.733797961988,17148.52629532101,1.4572715649624512,138.10428315651674,0.790775014762718,0.02729349334724605,0.03737322274477491,26.280022314626503,4.037108511542495,6.509615047375938,2.638974236714623,2.489709820876812,3100.0000091666625,3600.0000177839015,10071.972509614452,13989.177825818937,wet
0.0,10.0,0.001,16381.768749150431,16386.447085970613,1.4706370166392677,133.53961350081516,0.8045562627370314,0.02723110908434272,0.03736412413323872,25.215743868627733,3.9124098081600067,6.445067133825281,2.6397155506500987,2.471658549891689,3100.000065331787,3600.0000038590547,10000.535118512467,14020.287560177887,wet
0.0,20.0,0.001,15679.162738210976,15683.733948430507,1.483357979634311,129.2709366435567,0.817435831755906,0.027128265463415156,0.037365360482104114,24.234241872213257,3.796914536500236,6.38261452535903,2.640174715119403,2.4603832982939275,3100.0,3599.999999990123,9976.963645094616,14057.82977992197,wet
0.0,30.0,0.001,15022.127847130738,15026.597264030212,1.4958551368830812,125.24098983863634,0.829445246722707,0.02700940823771045,0.03736588931432035,23.321865048764998,3.6881589705166635,6.323443548719351,2.6410216429020608,2.450213696956647,3099.9999999999995,3599.9999999999995,9956.581187760286,14095.837239399281,wet
0.0,40.0,0.001,14426.476759909043,14430.853357308271,1.5074817309347168,121.54550630405546,0.8436773900557822,0.02691893333852888,0.037365994085161246,22.456964154535623,3.5913852548079914,6.253008953709772,2.640997471959462,2.4389448683333845,3100.0,3600.0000000351947,9943.827025556257,14125.292548739719,wet
0.0,50.0,0.001,13774.460994936346,13778.730158828273,1.5223775843547238,117.52327773401595,0.856829270382023,0.02685936281497138,0.03734329321797424,21.55872835523074,3.491168628830309,6.1752182857044735,2.6405291134279247,2.4213618812808306,3100.0,3600.0,9917.916814094184,14146.599630250143,wet
0.0,-10.0,0.001,17762.362755450464,17767.238787167364,1.4489229343417778,141.87934000642244,0.7818028220536671,0.02740666517392481,0.03739237781627651,27.13740146134982,4.132671886222155,6.56655118249836,2.6358619799837575,2.5024706034425215,3100.0,3599.9999999999995,10197.988237924214,13946.626357066685,wet
0.0,-20.0,0.001,18369.883377539525,18374.837356291646,1.4414640483711147,145.57878499524162,0.7728530992342284,0.027532422934837326,0.03740454796724193,27.98907569484687,4.224726542767522,6.6250620984599555,2.6324520857703,2.5132932622477995,3100.0,3600.0,10322.848416871144,13903.65539816535,wet
0.0,-30.0,0.001,18888.427560251504,18893.437134900847,1.4359016181186248,148.70440104038062,0.7648390402411239,0.027659144568930105,0.03742229894876772,28.723467021095672,4.301354182953829,6.677773045271681,2.6272701159257243,2.5253638374017715,3100.0,3599.999999991845,10522.543688526537,13857.9591343205,wet
2500.0,-20.0,0.001,17209.330382040094,17213.898220431718,1.4352543746968613,135.4421752550634,0.758759151610348,0.027598896948212232,0.037398732357073035,28.755139592880198,4.289581943741467,6.703482989719817,2.6288704814850314,2.5289762569233227,3099.99999610645,3599.999999020835,10500.899723656388,13884.633592419632,wet
2500.0,-10.0,0.001,16699.759804381352,16704.270461010772,1.4419854440360131,132.40791585642748,0.7706636003851145,0.02751337614251718,0.03739101663436872,27.919604373641075,4.211101653404507,6.630000097734329,2.633451518660417,2.5124691051058865,3100.00018120789,3600.0001095110338,10284.937899401533,13916.266976939745,wet
2500.0,50.0,0.001,13085.19600348066,13089.17597955967,1.509766922449755,110.42434837202255,0.8441113212154054,0.026914572846205333,0.03736538579935762,22.343313253021506,3.5729407647683686,6.253479899062924,2.6410476970433847,2.4348838791311813,3099.9998526766312,3600.00061927003,9934.595570842113,14131.96630874557,wet
2500.0,40.0,0.001,13605.473961617337,13609.532331380069,1.4980689931623032,113.61101408961889,0.8313335165972442,0.027030283265590458,0.03736344604033834,23.151228035708428,3.6655442182242464,6.315904721761594,2.6405963413591484,2.4453767119353427,3100.000000975299,3600.000000253201,9940.328287212003,14096.742436901894,wet
2500.0,30.0,0.001,14257.645899268538,14261.807121178896,1.4832745832628553,117.5589829868975,0.8164528806344218,0.027110638203612147,0.03736047693513802,24.153873759565542,3.7899200148243266,6.373188263891406,2.640355973644777,2.460701406607212,3099.999615566589,3599.9998429415637,9973.464731567114,14062.06981567618,wet
2500.0,20.0,0.001,14945.115928631185,14949.385986902686,1.4696363201275102,121.76133923224967,0.8050096772271206,0.027180584764306577,0.037384465620885834,25.177724551276732,3.9077077754457568,6.443092983943683,2.640400067870412,2.475677672793882,3100.0,3600.000000038043,10009.492663524381,14031.483259856423,wet
2500.0,10.0,0.001,15574.902660470556,15579.266540368706,1.4589095016080906,125.62222059157905,0.794230389609054,0.02730234641027175,0.037387890604258386,26.135311641287032,4.023135919244936,6.496253710014381,2.6390359937580063,2.4855852858090546,3100.0,3600.000000096074,10049.49640777264,13987.552352885332,wet
2500.0,0.0,0.001,16113.013851557418,16117.447805472779,1.4507127143668783,128.87934253308117,0.7848151560369199,0.02742764608221837,0.037398349024438976,26.9577645137745,4.117544543427838,6.547048666857232,2.6359974640677963,2.49633207828738,3099.9999999999995,3600.0,10158.888277787539,13941.422843465112,wet
5000.0,0.0,0.001,15196.845743993099,15200.954644130217,1.4417199351830452,120.48457606063954,0.7727328825922042,0.02748158915855013,0.03741518032606931,27.84074124291854,4.202387578285366,6.624981804814386,2.6339201058513426,2.5138917962323397,3100.000014868288,3600.0000566835797,10288.011246934677,13921.7768365318,wet
5000.0,10.0,0.001,14643.620323019954,14647.65548245337,1.4510003034273418,117.1638790872587,0.7807046022601905,0.02738249512264635,0.03738369165954185,26.949543947870982,4.110311055156514,6.556570436211131,2.6369407091731354,2.498971563611378,3100.0,3600.0000000043556,10150.256183647229,13958.649512504766,wet
5000.0,20.0,0.001,14105.145181605394,14109.107440137097,1.4609907402819255,113.94263478037279,0.7952263496122762,0.02730772626524148,0.037386884848133996,25.9946305486785,4.005513415354122,6.489712517010843,2.6393313390666266,2.481564868088149,3099.9999747497222,3599.999933105579,10017.119203354234,13991.832145251075,wet
5000.0,30.0,0.001,13509.848138118397,13513.721360873878,1.473026560235581,110.33324533373978,0.8075878513137931,0.027200617949765946,0.03738804539644496,24.996401866254683,3.8876889771232395,6.429630048428202,2.6399658691212986,2.470375544763062,3100.000005562865,3600.0000039627625,9995.637282370206,14029.19810708889,wet
5000.0,40.0,0.001,12949.23066140275,12953.017953988308,1.4847451399826614,106.88833707100818,0.8189543519223328,0.02708060271876083,0.03738624641118717,24.061730043468017,3.7752168113579594,6.373602165331778,2.640801494764857,2.460672441474958,3100.0000181601204,3599.9999896958834,9975.583339155082,14070.434501256714,wet
5000.0,50.0,0.001,12375.47108153771,12379.165821782419,1.4977490699545903,103.33017624621358,0.8326721046485466,0.02699900917250826,0.03738107117994388,23.08476716018068,3.6625638800746514,6.302898165344807,2.640962370117288,2.4485712839033997,3099.9999999999995,3599.9999999999995,9944.81710166639,14099.378120173913,wet
5000.0,-10.0,0.001,15637.470153476279,15641.628569721934,1.4361970792859526,123.16668088229778,0.7645187019246715,0.027609085775568837,0.037431106291432696,28.596627867721047,4.28090361840078,6.680044779518748,2.628904979808277,2.525790561825053,3100.000004794586,3600.000003514541,10480.232941482745,13876.882292708988,wet
0.0,0.0,0.001,16513.251503952866,16518.076170473083,1.3958636861790001,139.03129440207968,0.8301458877759385,0.02733143373877238,0.03343597392963249,25.888259788501806,3.9718152578444283,6.517991927588245,2.637126601582238,2.5326459558423915,3100.0000017202233,3400.000000295944,10139.576812305235,13977.263486199125,wet
0.0,10.0,0.001,15878.809417093598,15883.540781999945,1.4058806071868015,135.05326042351993,0.8468215033496632,0.027255758814582177,0.033446687882973655,24.918594495518857,3.8656559976165608,6.4461489876188836,2.6384331546854503,2.516920824294483,3100.0000379222042,3400.000011290931,10048.716393341254,14011.07375848781,wet
0.0,20.0,0.001,15207.882330824754,15212.50787148464,1.4174882780166245,130.80736716762556,0.857892486337646,0.027136736796111435,0.033437319337442796,23.988491253527915,3.754913860817127,6.388559669464069,2.63928125292846,2.508483969825204,3099.9999991664836,3400.0000055247065,10026.709609314536,14052.787367299048,wet
0.0,30.0,0.001,14564.698269670527,14569.21906105338,1.4290737806234488,126.68059399628643,0.8693968102269947,0.027014425289890186,0.03343066936859144,23.085911690436028,3.648545781836771,6.327428260695688,2.6402271488750673,2.500113368151917,3100.0,3399.999999992304,10003.611923689425,14092.174227655407,wet
0.0,40.0,0.001,13960.169821550864,13964.591651432249,1.440932179004438,122.80168877723005,0.8800085424598787,0.026934673756226542,0.0333973198070506,22.250943819821597,3.55877298422135,6.252420123024521,2.6399862838321893,2.4845226191467944,3100.0000227838527,3400.00006051258,9985.559360895179,14120.207179425695,wet
0.0,50.0,0.001,13371.354435211342,13375.680460016827,1.4544695312139686,119.08856805906873,0.8988114538919432,0.026871384758497204,0.033407260154298686,21.363117796709613,3.4571844473581588,6.17933989985245,2.6395188178400275,2.4675417954693053,3100.0,3399.9999999999995,9966.88155394879,14143.26927146905,wet
0.0,-10.0,0.001,17117.18552897915,17122.092438758198,1.3870416708223605,142.77780813233716,0.8179619167381226,0.027419966959023236,0.03344812877225827,26.766430844197025,4.067787264199121,6.58009603397165,2.6344119925103966,2.547388300899021,3100.000003504841,3400.000002228713,10269.717980166262,13941.43722385382,wet
0.0,-20.0,0.001,17680.438474057173,17685.417775434216,1.3803090453536664,146.32292160824767,0.8128345243885547,0.02754995429091942,0.03348953682016434,27.512182220763698,4.143291909646615,6.64017472597296,2.629928182117772,2.561682663781233,3100.0,3400.000000022517,10440.473205395592,13896.724215024542,wet
2500.0,50.0,0.001,12699.253353180635,12703.283090011939,1.441805866702323,111.80495934490082,0.884747466405388,0.02691776807178963,0.03342422887990747,22.135050826287312,3.5388723723575843,6.254831623538042,2.6401636133008983,2.4846607877466944,3100.0000942879137,3400.000333322116,9985.4727917751,14128.684855065105,wet
2500.0,40.0,0.001,13184.703847951527,13188.808977294275,1.4317490897608025,114.92001342056584,0.8722116493377994,0.027035174524165772,0.03342868941216208,22.906792328476637,3.624448769705844,6.320076178186876,2.6398217401147828,2.4935826889446613,3100.000121034285,3400.000106011575,9987.003720428089,14092.967381171109,wet
2500.0,30.0,0.001,13790.067752806473,13794.271367259236,1.4188673174190476,118.75661778718283,0.8590547769037332,0.02713982030657269,0.03343249830006149,23.841541860788976,3.737254652202234,6.379426632525559,2.6392850256462674,2.503524969241284,3099.9999990430647,3399.999999930107,10014.243851867257,14052.71743922341,wet
2500.0,20.0,0.001,14472.35352551248,14476.667636618939,1.4046918975607565,123.01751229599307,0.841270439233653,0.027196940913853135,0.03342466859382446,24.936934564332102,3.8666761958516402,6.449191321240105,2.6394129773317476,2.5207502280511127,3100.0000017149064,3400.0000003666864,10053.503983850696,14025.3122875732,wet
2500.0,10.0,0.001,15049.094881984254,15053.495480237892,1.3952460693075328,126.67922524352988,0.8343314403883673,0.02731631648524663,0.033460355289372544,25.779420029798064,3.9634011462025036,6.504368111842118,2.6371789317360577,2.534409670992233,3100.0,3400.0,10137.968410949634,13980.252433976642,wet
2500.0,0.0,0.001,15552.16833489478,15556.63646805684,1.3882995796022586,129.87281222782488,0.8251589100050315,0.027442982169450507,0.03347652937304227,26.56550364496176,4.049493967567767,6.560203289034086,2.6342066259014922,2.5437955219393964,3100.0,3399.999999958326,10245.44984162306,13934.853092482936,wet
5000.0,0.0,0.001,14614.162476108173,14618.292238976504,1.3813481852551475,121.09633036024975,0.8087683688503168,0.027500879604731236,0.033461103909344536,27.425146470986256,4.129938407589263,6.640570334073075,2.632055675837951,2.5580469551555196,3100.0,3399.999999917358,10374.06551638147,13915.431740848317,wet
5000.0,10.0,0.001,14106.377994751412,14110.44002074641,1.3896711008621632,117.94396984312833,0.8232400320598675,0.027422034452906207,0.03346179921429487,26.497109259489836,4.033489608118645,6.569276689384847,2.634980505872953,2.5419713897841403,3100.0000546896895,3400.000103614072,10221.396922760066,13948.492702796386,wet
5000.0,20.0,0.001,13628.161075046468,13632.158106358673,1.3976433034022704,114.9425953325116,0.8378537043752267,0.027336758656336682,0.03346413295535272,25.615315919591573,3.9473016557932548,6.489323125836424,2.637254418067319,2.527066559697051,3100.0,3399.9999999542893,10102.321863735162,13977.125237382343,wet
5000.0,30.0,0.001,13110.132544259379,13114.052361557511,1.4071578389854646,111.66054495734801,0.8478558315592295,0.027211482404520624,0.03345159292367342,24.746105338783284,3.8441992191586984,6.437258822449623,2.638993777491823,2.518512129449311,3099.9999801037443,3399.9999862925924,10047.031289918645,14023.464584226998,wet
5000.0,40.0,0.001,12548.814343462618,12552.643398887854,1.4185188050459647,108.06700504649656,0.8575282627420456,0.027087733675481982,0.03343491679781826,23.822024090838095,3.7342831016237135,6.379276407961672,2.639996812787417,2.5089905835948443,3100.000106630897,3400.001483123115,10021.312409229009,14066.215801238171,wet
5000.0,50.0,0.001,11949.129800235374,11952.858405362636,1.4331465221584674,104.27726969555496,0.8702820070887798,0.027022036960377183,0.03341106880587468,22.828408533766627,3.6195071941597203,6.307048807804984,2.6400423482933504,2.491581057612579,3099.999995851655,3400.0000210458375,9980.801316397214,14092.303712379939,wet
0.0,0.0,0.001,15882.557408126473,15887.415381155239,1.3339102709313433,139.99108032224677,0.8757146668455565,0.027361343950895626,0.029713957606577978,25.434458232098617,3.901887323028433,6.5185014651724416,2.634921060394805,2.583046143491482,3099.9999999999995,3199.9999999699817,10219.809924572732,13968.817672168732,wet
0.0,10.0,0.001,15350.51260395609,15355.29468208114,1.3413468625096348,136.50083119174252,0.88893387111156,0.027265379697252776,0.02970609410455428,24.624405696941277,3.8190335070445065,6.447810853588908,2.637285959844397,2.5712047027881146,3100.0,3199.9999999835795,10103.762291370193,14005.12121451125,wet
0.0,20.0,0.001,14725.719137502292,14730.399163645583,1.3512881447252407,132.3481822111136,0.8981238223415535,0.027139348533501736,0.029684245745451476,23.756702579758787,3.7177345397368153,6.390101909062222,2.6382602305935414,2.563917731486305,3099.9999734488224,3200.000173953837,10079.068523187705,14050.09167685247,wet
0.0,30.0,0.001,14089.37069626802,14093.942458781934,1.3625962099085587,128.10889550645769,0.905707620170258,0.027015231105829846,0.029650339494139942,22.901391041435165,3.6196573189571946,6.326950046208502,2.6392751679999416,2.5523549104816023,3100.000003527259,3200.000009101517,10051.663167924935,14090.268238666396,wet
0.0,40.0,0.001,13513.58964746032,13518.067344581787,1.3744593267811032,124.3532164509361,0.9237026595437847,0.0269513623245927,0.029653214092783313,22.020652520426093,3.5231286721424255,6.250311745507514,2.6386556772095147,2.5359475078008678,3100.0,3199.999999840462,10037.869578180136,14114.72816532787,wet
0.0,50.0,0.001,12969.501925484048,12973.888515066128,1.3860870283487232,120.75581983037407,0.9414710721367263,0.026867683883404145,0.029660629774317115,21.18614322159373,3.4275548517837433,6.181124486036508,2.638422267859162,2.523928534503245,3100.0,3200.0,10024.754079515043,14145.96979353527,wet
0.0,-10.0,0.001,16449.771849624904,16454.709481467642,1.3260942888312748,143.67173712477194,0.8603515279489667,0.027443731217831967,0.02971207821112914,26.32092275062559,3.99197337523784,6.593461497988423,2.6326420304079456,2.5977133738764477,3100.0,3200.000000027642,10346.061026225007,13934.484006102828,wet
0.0,-20.0,0.001,16952.752038117545,16957.75110948287,1.3199916157432374,146.90388713459993,0.8487036238608726,0.02755966524978116,0.02971822231374206,27.085772768018476,4.073128692627712,6.649869133043408,2.6277084334682534,2.611359596836812,3100.0000606996477,3200.000050322315,10543.601086363442,13892.724901419417,wet
2500.0,-10.0,0.001,15427.065378997702,15431.621979046042,1.3202993267227487,133.7565603768019,0.858645177667092,0.0275837322002485,0.029761259409411246,26.87077061432213,4.054937701544153,6.626679024955062,2.627722772930377,2.6084654866635586,3099.9999959663783,3199.999999070101,10509.52449002133,13884.211633581788,wet
2500.0,50.0,0.001,12306.026696883566,12310.10786880294,1.3739070254444778,113.23202472689768,0.9237126581941238,0.02691591020910079,0.02965550436539474,21.963463880740115,3.51333740833203,6.251453056758176,2.639103594872707,2.540177189631394,3100.0,3200.0,10039.386152421663,14127.418301494705,wet
2500.0,40.0,0.001,12785.75718800568,12789.916740068973,1.3643648143804725,116.44353661634318,0.913849566964558,0.02703569425249209,0.029679041674590158,22.70547764346634,3.5932192819927846,6.318979127506512,2.6387247723510354,2.550234054473287,3100.000036105599,3200.001051533048,10043.439188228345,14090.879836110516,wet
2500.0,30.0,0.001,13346.139386768647,13350.392556474419,1.3531962105112412,120.15660684585129,0.9035302371456867,0.02715857925828843,0.029696777473900492,23.55942547977262,3.693697776429991,6.3782764334723465,2.637930182292669,2.5559931653432866,3100.0,3199.9999998645517,10065.192616124896,14046.816352038943,wet
2500.0,20.0,0.001,13962.819389221671,13967.175097253777,1.3413798600770612,124.20365474487375,0.8841169692013761,0.027224504710954167,0.029679917907463,24.605496140651002,3.812528597216771,6.453852217295774,2.638188492128326,2.5707807460685355,3100.0,3200.0000000064665,10097.526124275986,14016.928436070184,wet
2500.0,10.0,0.001,14466.068127662207,14470.495836059923,1.3330014522697757,127.45964005304543,0.8702394370670872,0.02732185532517222,0.029682336991254638,25.440373698302672,3.908582234194299,6.508849545427783,2.635696884562492,2.5848586417813877,3100.0,3200.0,10210.451759955029,13976.52894092779,wet
2500.0,0.0,0.001,14972.735415499237,14977.234370515413,1.3256451766280688,130.76869440656753,0.8637289753946967,0.027451226684211957,0.02971783974876106,26.19540597886578,3.9883789946489623,6.567932990824351,2.6324322869622803,2.596011139620977,3100.0,3200.00000011005,10330.468859575658,13930.869415299047,wet
5000.0,0.0,0.001,14011.800071791346,14015.947333415133,1.3212265962365726,121.60944337404851,0.8545980464223968,0.027542091784190755,0.029739555673350116,26.86186441056738,4.039843331296535,6.649234192442412,2.629139126567144,2.6073851179054883,3100.000002175991,3200.000001051675,10480.20560050965,13905.631495336838,wet
5000.0,10.0,0.001,13572.049492410391,13576.13941017224,1.327670479641823,118.75382820258748,0.868468492786805,0.027453464933418485,0.029735139705166433,26.034133912845572,3.967854191502564,6.561262752194746,2.6327001329870354,2.5927431162241024,3100.0001268350443,3200.000133052223,10304.560298498882,13934.450334417917,wet
5000.0,20.0,0.001,13121.62928601108,13125.656060117137,1.33470409272722,115.79790860144941,0.8794461149911645,0.02734318851643128,0.02972001129049892,25.234997680076358,3.886267428908483,6.493376521739778,2.6354353557132373,2.5826823130858205,3099.9999925828183,3199.9999973979097,10190.1561939959,13972.50839747896,wet
5000.0,30.0,0.001,12673.039256028735,12676.999825174256,1.3420352591425626,112.82140862557887,0.8861254350856608,0.027215121242073592,0.029683876709157477,24.496150534802155,3.8033652547742993,6.440651605588644,2.6380742785758313,2.571375634000459,3100.0,3200.000000048532,10095.391577885996,14020.601797686042,wet
5000.0,40.0,0.001,12127.308888605428,12131.17912655309,1.3533356867135513,109.22929479278903,0.8949533993101857,0.027099994429848027,0.029655080953345802,23.603019340759055,3.6984921710025036,6.381795134194182,2.638961797238143,2.55935448291748,3099.999999143761,3200.000015299755,10067.33500189522,14061.27181296598,wet
5000.0,50.0,0.001,11574.932584405493,11578.709149466516,1.3665508983774293,105.61855706085329,0.9153778326282171,0.027037517653489964,0.029674584759448237,22.578002568167324,3.5815009833569276,6.304061529812857,2.63867839082371,2.5438854570772227,3099.9999999999995,3200.00000000239,10034.514632986964,14087.49688599963,wet
